Maralinga Tjarutja (AC),South Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 61 
Marion (C),South Australia,Major Cities of Australia,70.1%,51.0%," 77,742 "
Mid Murray (DC),South Australia,Inner Regional Australia,57.0%,38.6%," 7,878 "
Mitcham (C),South Australia,Major Cities of Australia,78.2%,60.3%," 55,506 "
Mount Barker (DC),South Australia,Inner Regional Australia,69.7%,50.6%," 29,194 "
Mount Gambier (C),South Australia,Inner Regional Australia,76.4%,47.4%," 21,802 "
Mount Remarkable (DC),South Australia,Outer Regional Australia,64.7%,48.3%," 2,491 "
Murray Bridge (RC),South Australia,Inner Regional Australia,57.0%,39.7%," 18,602 "
Naracoorte and Lucindale (DC),South Australia,Outer Regional Australia,74.7%,51.1%," 6,866 "
Northern Areas (DC),South Australia,Outer Regional Australia,72.5%,53.2%," 3,779 "
Norwood Payneham St Peters (C),South Australia,Major Cities of Australia,72.3%,53.6%," 31,585 "
Onkaparinga (C),South Australia,Major Cities of Australia,66.4%,50.0%," 140,961 "
Orroroo/Carrieton (DC),South Australia,Outer Regional Australia,80.0%,54.4%, 699 
Peterborough (DC),South Australia,Outer Regional Australia,55.0%,32.7%," 1,470 "
Playford (C),South Australia,Major Cities of Australia,50.1%,33.6%," 72,425 "
Port Adelaide Enfield (C),South Australia,Major Cities of Australia,62.5%,42.4%," 105,880 "
Port Augusta (C),South Australia,Outer Regional Australia,65.6%,48.7%," 11,206 "
Port Lincoln (C),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,782 "
Port Pirie City and Dists (M),South Australia,Outer Regional Australia,63.7%,47.0%," 14,441 "
Prospect (C),South Australia,Major Cities of Australia,70.8%,50.6%," 17,667 "
Renmark Paringa (DC),South Australia,Outer Regional Australia,60.2%,35.4%," 8,204 "
Robe (DC),South Australia,Outer Regional Australia,73.0%,55.7%," 1,263 "
Roxby Downs (M),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,941 "
Salisbury (C),South Australia,Major Cities of Australia,57.0%,39.4%," 114,763 "
Southern Mallee (DC),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,720 "
Streaky Bay (DC),South Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,715 "
Tatiara (DC),South Australia,Outer Regional Australia,66.9%,45.3%," 5,557 "
Tea Tree Gully (C),South Australia,Major Cities of Australia,66.5%,48.0%," 82,506 "
The Coorong (DC),South Australia,Outer Regional Australia,64.5%,47.6%," 4,457 "
Tumby Bay (DC),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,241 "
Unley (C),South Australia,Major Cities of Australia,77.1%,59.1%," 32,926 "
Victor Harbor (C),South Australia,Inner Regional Australia,78.8%,60.6%," 13,395 "
Wakefield (DC),South Australia,Inner Regional Australia,64.0%,46.4%," 5,537 "
Walkerville (M),South Australia,Major Cities of Australia,77.9%,60.7%," 6,778 "
Wattle Range (DC),South Australia,Outer Regional Australia,65.6%,45.3%," 9,916 "
West Torrens (C),South Australia,Major Cities of Australia,65.2%,46.5%," 51,839 "
Whyalla (C),South Australia,Outer Regional Australia,63.2%,48.4%," 17,494 "
Wudinna (DC),South Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,026 "
Yankalilla (DC),South Australia,Inner Regional Australia,69.1%,51.0%," 4,774 "
Yorke Peninsula (DC),South Australia,Outer Regional Australia,71.8%,50.6%," 9,738 "
Unincorporated SA,South Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 3,012 "
Albany (C),Western Australia,Outer Regional Australia,66.2%,45.9%," 31,107 "
Armadale (C),Western Australia,Major Cities of Australia,58.1%,39.6%," 69,570 "
Ashburton (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,339 "
Augusta-Margaret River (S),Western Australia,Inner Regional Australia,61.9%,41.5%," 12,635 "
Bassendean (T),Western Australia,Major Cities of Australia,67.3%,47.0%," 12,975 "
Bayswater (C),Western Australia,Major Cities of Australia,65.1%,45.8%," 57,472 "
Belmont (C),Western Australia,Major Cities of Australia,59.3%,41.3%," 35,165 "
Beverley (S),Western Australia,Outer Regional Australia,67.6%,47.9%," 1,498 "
Boddington (S),Western Australia,Inner Regional Australia,51.6%,36.3%," 1,453 "
Boyup Brook (S),Western Australia,Outer Regional Australia,58.9%,41.3%," 1,420 "
Bridgetown-Greenbushes (S),Western Australia,Outer Regional Australia,70.0%,50.3%," 3,882 "
Brookton (S),Western Australia,Outer Regional Australia,72.3%,48.0%, 759 
Broome (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 12,748 "
Broomehill-Tambellup (S),Western Australia,Outer Regional Australia,49.3%,32.9%, 827 
Bruce Rock (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 750 
Bunbury (C),Western Australia,Inner Regional Australia,66.9%,47.6%," 25,968 "
Busselton (C),Western Australia,Inner Regional Australia,68.2%,49.0%," 31,743 "
Cambridge (T),Western Australia,Major Cities of Australia,86.1%,67.4%," 22,905 "
Canning (C),Western Australia,Major Cities of Australia,71.0%,50.4%," 76,082 "
Capel (S),Western Australia,Inner Regional Australia,61.8%,43.2%," 14,004 "
Carnamah (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 441 
Carnarvon (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 4,142 "
Chapman Valley (S),Western Australia,Outer Regional Australia,39.3%,23.9%," 1,179 "
Chittering (S),Western Australia,Inner Regional Australia,55.4%,37.4%," 4,799 "
Claremont (T),Western Australia,Major Cities of Australia,87.2%,70.6%," 9,016 "
Cockburn (C),Western Australia,Major Cities of Australia,63.1%,43.9%," 91,462 "
Collie (S),Western Australia,Inner Regional Australia,58.1%,40.5%," 6,971 "
Coolgardie (S),Western Australia,Outer Regional Australia,38.8%,24.8%," 2,660 "
Coorow (S),Western Australia,Outer Regional Australia,63.2%,44.0%, 836 
Corrigin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 912 
Cottesloe (T),Western Australia,Major Cities of Australia,90.0%,71.8%," 6,848 "
Cranbrook (S),Western Australia,Outer Regional Australia,60.5%,35.2%, 846 
Cuballing (S),Western Australia,Outer Regional Australia,62.8%,45.4%, 707 
Cue (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 126 
Cunderdin (S),Western Australia,Outer Regional Australia,56.2%,41.4%," 1,138 "
Dalwallinu (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,092 "
Dandaragan (S),Western Australia,Outer Regional Australia,71.0%,50.7%," 2,759 "
Dardanup (S),Western Australia,Inner Regional Australia,62.1%,43.7%," 11,258 "
Denmark (S),Western Australia,Outer Regional Australia,65.8%,46.9%," 5,119 "
Derby-West Kimberley (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 6,033 "
Donnybrook-Balingup (S),Western Australia,Inner Regional Australia,64.0%,42.7%," 4,989 "
Dowerin (S),Western Australia,Outer Regional Australia,73.0%,52.0%, 508 
Dumbleyung (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 521 
Dundas (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 625 
East Fremantle (T),Western Australia,Major Cities of Australia,77.7%,60.3%," 6,394 "
East Pilbara (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 9,246 "
Esperance (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,305 "
Exmouth (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,310 "
Fremantle (C),Western Australia,Major Cities of Australia,76.4%,56.8%," 26,450 "
Gingin (S),Western Australia,Inner Regional Australia,59.0%,35.8%," 4,484 "
Gnowangerup (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 959 
Goomalling (S),Western Australia,Outer Regional Australia,57.6%,40.4%, 801 
Gosnells (C),Western Australia,Major Cities of Australia,58.4%,38.9%," 97,821 "
Greater Geraldton (C),Western Australia,Outer Regional Australia,59.5%,40.7%," 30,224 "
Halls Creek (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,513 "
Harvey (S),Western Australia,Inner Regional Australia,63.6%,44.9%," 21,919 "
Irwin (S),Western Australia,Outer Regional Australia,73.2%,49.1%," 2,968 "
Jerramungup (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 861 
Joondalup (C),Western Australia,Major Cities of Australia,74.9%,55.3%," 128,904 "
Kalamunda (C),Western Australia,Major Cities of Australia,65.7%,45.6%," 47,402 "
Kalgoorlie/Boulder (C),Western Australia,Outer Regional Australia,51.1%,34.3%," 22,664 "
Karratha (C),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 16,718 "
Katanning (S),Western Australia,Outer Regional Australia,55.4%,37.2%," 3,176 "
Kellerberrin (S),Western Australia,Outer Regional Australia,62.6%,42.2%, 979 
Kent (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 428 
Kojonup (S),Western Australia,Outer Regional Australia,76.8%,50.8%," 1,521 "
Kondinin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 704 
Koorda (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 315 
Kulin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 600 
Kwinana (C),Western Australia,Major Cities of Australia,54.1%,37.4%," 34,833 "
Lake Grace (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 944 
Laverton (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,059 "
Leonora (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,239 "
Mandurah (C),Western Australia,Major Cities of Australia,64.9%,46.0%," 70,627 "
Manjimup (S),Western Australia,Outer Regional Australia,69.6%,48.9%," 7,424 "
Meekatharra (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 798 
Melville (C),Western Australia,Major Cities of Australia,78.0%,58.0%," 84,438 "
Menzies (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 447 
Merredin (S),Western Australia,Outer Regional Australia,53.4%,34.1%," 2,715 "
Mingenew (S),Western Australia,Outer Regional Australia,80.6%,51.2%, 330 
Moora (S),Western Australia,Outer Regional Australia,74.0%,55.6%," 1,842 "
Morawa (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 538 
Mosman Park (T),Western Australia,Major Cities of Australia,79.2%,62.1%," 7,601 "
Mount Magnet (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 356 
Mount Marshall (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 389 
Mukinbudin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 418 
Mundaring (S),Western Australia,Major Cities of Australia,65.2%,42.5%," 32,172 "
Murchison (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 134 
Murray (S),Western Australia,Major Cities of Australia,56.8%,37.3%," 14,573 "
Nannup (S),Western Australia,Outer Regional Australia,71.2%,52.5%," 1,149 "
Narembeen (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 683 
Narrogin (S),Western Australia,Outer Regional Australia,65.9%,49.3%," 4,023 "
Nedlands (C),Western Australia,Major Cities of Australia,90.3%,72.9%," 18,250 "
Ngaanyatjarraku (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,339 "
Northam (S),Western Australia,Inner Regional Australia,56.5%,37.3%," 9,004 "
Northampton (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,379 "
Nungarin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 210 
Peppermint Grove (S),Western Australia,Major Cities of Australia,71.2%,56.9%," 1,470 "
Perenjori (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 475 
Perth (C),Western Australia,Major Cities of Australia,68.0%,52.0%," 26,749 "
Pingelly (S),Western Australia,Outer Regional Australia,70.2%,42.9%, 919 
Plantagenet (S),Western Australia,Outer Regional Australia,60.7%,41.7%," 4,330 "
Port Hedland (T),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,260 "
Quairading (S),Western Australia,Outer Regional Australia,74.3%,44.4%, 808 
Ravensthorpe (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,313 "
Rockingham (C),Western Australia,Major Cities of Australia,57.7%,40.4%," 105,754 "
Sandstone (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 78 
Serpentine-Jarrahdale (S),Western Australia,Major Cities of Australia,51.9%,34.5%," 24,591 "
Shark Bay (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 771 
South Perth (C),Western Australia,Major Cities of Australia,70.2%,53.0%," 37,440 "
Stirling (C),Western Australia,Major Cities of Australia,67.7%,49.0%," 183,276 "
Subiaco (C),Western Australia,Major Cities of Australia,82.4%,66.3%," 14,512 "
Swan (C),Western Australia,Major Cities of Australia,58.3%,37.5%," 114,972 "
Tammin (S),Western Australia,Outer Regional Australia,72.6%,45.9%, 303 
Three Springs (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 421 
Toodyay (S),Western Australia,Inner Regional Australia,58.3%,39.9%," 3,851 "
Trayning (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 288 
Upper Gascoyne (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 210 
Victoria Park (T),Western Australia,Major Cities of Australia,63.7%,46.6%," 31,968 "
Victoria Plains (S),Western Australia,Outer Regional Australia,63.5%,44.5%, 750 
Vincent (C),Western Australia,Major Cities of Australia,66.5%,49.7%," 31,265 "
Wagin (S),Western Australia,Outer Regional Australia,68.5%,48.9%," 1,482 "
Wandering (S),Western Australia,Outer Regional Australia,62.1%,44.5%, 348 
Wanneroo (C),Western Australia,Major Cities of Australia,59.4%,41.5%," 161,346 "
Waroona (S),Western Australia,Inner Regional Australia,56.2%,37.6%," 3,452 "
West Arthur (S),Western Australia,Outer Regional Australia,63.6%,39.1%, 624 
Westonia (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 264 
Wickepin (S),Western Australia,Outer Regional Australia,78.2%,56.3%, 556 
Williams (S),Western Australia,Outer Regional Australia,71.3%,49.1%, 784 
Wiluna (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 609 
Wongan-Ballidu (S),Western Australia,Outer Regional Australia,75.2%,54.2%," 1,002 "
Woodanilling (S),Western Australia,Outer Regional Australia,49.0%,31.6%, 335 
Wyalkatchem (S),Western Australia,Outer Regional Australia,69.2%,50.9%, 422 
Wyndham-East Kimberley (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,585 "
Yalgoo (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 320 
Yilgarn (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 969 
York (S),Western Australia,Inner Regional Australia,67.0%,48.8%," 2,974 "
Break O'Day (M),Tasmania,Outer Regional Australia,71.9%,51.8%," 5,386 "
Brighton (M),Tasmania,Inner Regional Australia,64.9%,45.4%," 13,587 "
Burnie (C),Tasmania,Outer Regional Australia,69.6%,45.4%," 15,920 "
Central Coast (M) (Tas.),Tasmania,Outer Regional Australia,74.5%,52.7%," 18,315 "
Central Highlands (M) (Tas.),Tasmania,Outer Regional Australia,61.3%,41.5%," 1,767 "
Circular Head (M),Tasmania,Outer Regional Australia,62.5%,46.5%," 6,433 "
Clarence (C),Tasmania,Inner Regional Australia,81.5%,63.6%," 47,402 "
Derwent Valley (M),Tasmania,Inner Regional Australia,63.9%,46.4%," 8,478 "
Devonport (C),Tasmania,Inner Regional Australia,67.8%,46.8%," 20,988 "
Dorset (M),Tasmania,Outer Regional Australia,69.6%,50.7%," 5,525 "
Flinders (M) (Tas.),Tasmania,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 865 
George Town (M),Tasmania,Outer Regional Australia,67.6%,53.2%," 5,764 "
Glamorgan/Spring Bay (M),Tasmania,Remote Australia - see note and refer to SA4 data,N/A,N/A," 4,075 "
Glenorchy (C),Tasmania,Inner Regional Australia,75.8%,54.6%," 39,191 "
Hobart (C),Tasmania,Inner Regional Australia,85.3%,67.7%," 46,649 "
Huon Valley (M),Tasmania,Outer Regional Australia,69.1%,51.1%," 14,405 "
Kentish (M),Tasmania,Outer Regional Australia,60.3%,40.9%," 5,322 "
King Island (M),Tasmania,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,346 "
Kingborough (M),Tasmania,Inner Regional Australia,84.0%,65.0%," 30,923 "
Latrobe (M) (Tas.),Tasmania,Outer Regional Australia,69.5%,48.7%," 9,713 "
Launceston (C),Tasmania,Inner Regional Australia,74.5%,59.8%," 55,869 "
Meander Valley (M),Tasmania,Inner Regional Australia,71.6%,56.0%," 16,467 "
Northern Midlands (M),Tasmania,Inner Regional Australia,73.1%,57.1%," 11,170 "
Sorell (M),Tasmania,Inner Regional Australia,72.5%,52.1%," 12,763 "
Southern Midlands (M),Tasmania,Outer Regional Australia,63.7%,43.7%," 5,144 "
Tasman (M),Tasmania,Outer Regional Australia,80.1%,60.2%," 2,135 "
Waratah/Wynyard (M),Tasmania,Outer Regional Australia,70.5%,49.4%," 11,370 "
West Coast (M),Tasmania,Remote Australia - see note and refer to SA4 data,N/A,N/A," 3,423 "
West Tamar (M),Tasmania,Inner Regional Australia,76.0%,59.9%," 19,931 "
Alice Springs (T),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 20,685 "
Barkly (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,408 "
Belyuen (S),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A, 143 
Central Desert (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 3,023 "
Coomalie (S),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,112 "
Darwin (C),Northern Territory,Outer Regional Australia,83.9%,67.2%," 67,446 "
East Arnhem (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 7,609 "
Katherine (T),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 8,331 "
Litchfield (M),Northern Territory,Outer Regional Australia,44.2%,32.1%," 21,345 "
MacDonnell (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,461 "
Palmerston (C),Northern Territory,Outer Regional Australia,68.3%,51.5%," 28,583 "
Roper Gulf (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,415 "
Tiwi Islands (R),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,094 "
Victoria Daly (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,331 "
Wagait (S),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A, 440 
West Arnhem (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,212 "
West Daly (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,578 "
Unincorporated NT,Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,882 "
Unincorporated ACT,Australian Capital Territory,Major Cities of Australia,87.8%,61.2%," 345,325 "
Unincorp. Other Territories,Other Territories,Very Remote Australia - see note and refer to SA4 data,71.2%,62.6%," 3,866 "
,,#N/A,,,
